headwater_id,downstream_id,drainage_ratio,dist,hw_order,ds_order,connection_id,start_hw,end_hw,n_hw,start_ds,end_ds,n_ds,n_rat,start_hw_hw,end_hw_hw,n_hw_hw,start_ds_ds,end_ds_ds,n_ds_ds
02266200,02266500,0.070026178,25.014,1,3,162,10/1/1981,9/30/2023,15106,10/1/1981,9/30/2023,14067,0.9312193830266119,10/1/1981,9/30/2023,15106,10/1/1981,9/30/2023,14067
02266300,02266500,0.477966841,15.582,3,3,163,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14067,0.9170143415906128,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14067
02266480,02266500,0.130017452,12.881,1,3,164,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14067,0.9170143415906128,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14067
02270000,02270500,0.102383863,18.519,2,4,165,3/1/1991,9/30/2023,11902,10/1/1981,9/30/2023,15193,0.7833870861580992,3/1/1991,9/30/2023,11902,10/1/1981,9/30/2023,15193
02303400,02303800,0.349903475,30.514,3,3,166,10/1/1981,9/30/2023,15076,10/1/1981,9/30/2023,15340,0.9827900912646675,10/1/1981,9/30/2023,15076,10/1/1981,9/30/2023,15340
02303400,02304500,0.089716619,53.08,3,5,167,10/1/1981,9/30/2023,15076,10/1/1981,9/30/2023,15273,0.9871014208079618,10/1/1981,9/30/2023,15076,10/1/1981,9/30/2023,15273
02303400,02303420,0.478547855,11.279,3,3,168,10/1/1981,9/30/2023,15076,10/1/1981,9/30/2023,15339,0.9828541625920856,10/1/1981,9/30/2023,15076,10/1/1981,9/30/2023,15339
02303420,02303800,0.731177606,19.235,3,3,169,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340,0.9999348109517601,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340
02303420,02304500,0.187476797,41.801,3,5,170,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15273,0.9956972423234891,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15273
02303800,02304500,0.25640391,22.566,3,5,171,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15273,0.995632334,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15273
02312200,02313230,0.071772621,111.597,2,5,173,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15320,0.9986962190352021,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15320
02312200,02312500,0.178988512,6.063,2,5,174,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
02312200,02313000,0.079442317,73.202,2,5,175,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
02312200,02312720,0.095382036,48.336,2,5,176,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
02312700,02313230,0.207920792,72.9,3,5,177,10/1/1981,9/30/2023,15210,10/1/1981,9/30/2023,15320,0.9928198433420365,10/1/1981,9/30/2023,15210,10/1/1981,9/30/2023,15320
02312700,02313000,0.230139421,34.505,3,5,178,10/1/1981,9/30/2023,15210,10/1/1981,9/30/2023,15340,0.9915254237288136,10/1/1981,9/30/2023,15210,10/1/1981,9/30/2023,15340
02312700,02312720,0.276315789,9.639,3,5,179,10/1/1981,9/30/2023,15210,10/1/1981,9/30/2023,15340,0.9915254237288136,10/1/1981,9/30/2023,15210,10/1/1981,9/30/2023,15340
02321000,02322500,0.187813212,75.629,3,5,182,10/1/1990,9/30/2023,11758,10/1/1981,9/30/2023,15340,0.7664928292046936,10/1/1990,9/30/2023,11758,10/1/1981,9/30/2023,15340
02321000,02321500,0.332191781,26.182,3,5,183,10/1/1990,9/30/2023,11758,10/1/1981,9/30/2023,15340,0.7664928292046936,10/1/1990,9/30/2023,11758,10/1/1981,9/30/2023,15340
02324400,02325000,0.375,24.434,2,2,184,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14785,0.9638200782268579,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14785
02330450,02331600,0.141946556,32.124,3,5,185,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
02381600,02382200,0.08403634,26.738,2,4,186,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340,0.9999348109517601,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340
03014500,03016000,0.053009684,110.216,3,6,187,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14244,0.9285528031290743,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14244
03014500,03015000,0.237768525,46.721,3,5,188,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03021350,03024000,0.089502347,120.987,3,6,190,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03052500,03053500,0.051575132,13.086,3,5,191,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15339,1,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15339
03078000,03079000,0.168081666,55.68,3,5,193,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03078000,03081000,0.06239916,81.641,3,6,194,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03118000,03118500,0.250505051,16.167,3,4,195,10/1/1981,9/30/2023,15338,10/1/1981,9/30/2023,15340,0.9998696219035202,10/1/1981,9/30/2023,15338,10/1/1981,9/30/2023,15340
03157000,03157500,0.193893001,13.105,3,5,196,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03157000,03159500,0.094374386,79.064,3,5,197,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03177710,03179000,0.112121212,90.087,3,5,198,10/1/1981,9/30/2023,12636,10/1/1981,9/30/2023,15339,0.8237825151574418,10/1/1981,9/30/2023,12636,10/1/1981,9/30/2023,15339
03187500,03189100,0.152248629,12.456,3,5,199,10/1/1981,9/30/2023,14822,10/1/1981,9/30/2023,14051,0.9479827283767372,10/1/1981,9/30/2023,14822,10/1/1981,9/30/2023,14051
03187500,03192000,0.06108438,99.253,3,6,200,10/1/1981,9/30/2023,14822,10/1/1981,9/30/2023,15340,0.9662320730117341,10/1/1981,9/30/2023,14822,10/1/1981,9/30/2023,15340
03289000,03289500,0.050771366,81.901,2,4,201,10/1/1981,9/30/2023,13514,10/1/1981,9/30/2023,14193,0.9521595152539984,10/1/1981,9/30/2023,13514,10/1/1981,9/30/2023,14193
03302680,03302800,0.067121419,47.629,3,4,203,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03326500,03335500,0.093850118,152.57,3,6,204,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03326500,03327500,0.253913493,54.023,3,5,205,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03326500,03329000,0.180473252,84.277,3,5,206,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03340800,03341300,0.310264587,53.974,3,5,207,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14317,0.9333116036505867,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14317
03351500,03352500,0.567115833,26.107,2,3,211,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03351500,03353000,0.103362773,46.703,2,5,212,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03351500,03354000,0.069148012,95.443,2,5,213,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03352500,03353000,0.182260426,20.596,3,5,214,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03352500,03354000,0.121929256,69.336,3,5,215,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03353800,03354000,0.086747026,19.159,3,5,217,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03358000,03360000,0.295157464,41.884,3,5,218,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03358000,03360500,0.05225706,143.091,3,6,219,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03361650,03364000,0.055008934,82.678,2,5,220,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03361650,03362500,0.198093997,52.167,2,4,221,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03361850,03362500,0.166245826,43.841,3,4,223,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03362000,03364000,0.062676709,37.029,2,5,225,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03362000,03362500,0.225706606,6.518,2,4,226,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03363500,03371500,0.07848,187.643,3,6,228,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03363500,03365500,0.129436601,96.013,3,5,229,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03363500,03363900,0.567421011,46.796,3,4,230,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03363500,03364000,0.177512384,54.058,3,5,231,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
03368000,03369500,0.057527301,39.561,1,3,232,10/1/1981,9/24/2023,15334,10/1/1981,9/30/2023,15340,0.9996088657105606,10/1/1981,9/24/2023,15334,10/1/1981,9/30/2023,15340
03369500,03371500,0.05128,142.529,3,6,233,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04057800,04058100,0.217687075,56.462,3,4,234,10/1/1981,9/30/2023,15287,10/1/1981,9/30/2023,12782,0.8361352783410742,10/1/1981,9/30/2023,15287,10/1/1981,9/30/2023,12782
04087030,04087120,0.282172003,22.31,3,4,237,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04087050,04087070,0.405882353,11.721,2,3,238,10/1/2007,9/30/2023,5844,4/1/2004,9/30/2023,7120,0.8207865168539326,10/1/2007,9/30/2023,5844,4/1/2004,9/30/2023,7120
04087088,04087120,0.147206529,3.597,2,4,241,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04087220,04087240,0.258890469,36.474,3,4,243,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04099510,04099750,0.293582888,52.745,3,5,244,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04106320,04106400,0.696280992,8.798,1,1,245,10/1/1981,9/30/2023,11568,10/1/1981,9/30/2023,15340,0.7541069100391135,10/1/1981,9/30/2023,11568,10/1/1981,9/30/2023,15340
04121300,04121500,0.169581032,61.306,3,6,246,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04124500,04125460,0.244917258,53.697,3,4,247,10/1/1991,9/30/2023,11688,10/1/1981,9/30/2023,10225,0.8748288843258042,10/1/1991,9/30/2023,11688,10/1/1981,9/30/2023,10225
04135700,04136500,0.294638298,45.556,3,5,248,10/1/1981,9/30/2023,14975,10/1/1981,9/30/2023,15340,0.9762059973924381,10/1/1981,9/30/2023,14975,10/1/1981,9/30/2023,15340
04146000,04146063,0.250174703,23.014,3,5,249,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04146000,04147500,0.10431995300000001,47.604,3,6,250,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14974,0.9761408083441981,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14974
04146000,04148500,0.057835218,83.778,3,6,251,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04148140,04148500,0.103957997,27.76,3,6,253,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04164100,04164500,0.109623593,46.398,2,4,254,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04164300,04164500,0.065386108,44.923,2,4,255,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04166300,04166500,0.093537064,8.726,3,5,256,10/1/1981,9/30/2020,14245,10/1/1981,9/30/2023,15340,0.9286179921773142,10/1/1981,9/30/2020,14245,10/1/1981,9/30/2023,15340
04285500,04286000,0.174285159,2.245,3,5,258,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04285500,04290500,0.06627464,68.812,3,5,259,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04287000,04290500,0.072894708,75.396,3,5,260,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
04288000,04290500,0.133141019,60.394,3,5,261,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05014500,05017500,0.113451278,22.326,3,5,262,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05516500,05517000,0.67592757,45.9,3,4,263,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05516500,05517500,0.217465802,77.196,3,5,264,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05516500,05517530,0.213676413,84.645,3,5,265,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05516500,05520500,0.128168445,148.978,3,5,266,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05516500,05518000,0.165270423,115.502,3,5,267,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05528500,05529000,0.054483054,14.262,3,4,268,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340,0.9999348109517601,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340
05530990,05531500,0.265278711,43.907,3,4,269,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15339,0.9999348109517601,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15339
05534500,05536000,0.196911197,13.158,2,3,270,10/1/1981,9/30/2023,15327,10/1/1981,9/30/2023,15340,0.9991525423728813,10/1/1981,9/30/2023,15327,10/1/1981,9/30/2023,15340
05535000,05535070,0.617216117,0,2,2,271,10/1/1981,9/30/2023,15337,10/1/1981,9/30/2023,15340,0.9998044328552803,10/1/1981,9/30/2023,15337,10/1/1981,9/30/2023,15340
05535000,05536000,0.13011583,22.48,2,3,272,10/1/1981,9/30/2023,15337,10/1/1981,9/30/2023,15340,0.9998044328552803,10/1/1981,9/30/2023,15337,10/1/1981,9/30/2023,15340
05535070,05536000,0.210810811,22.48,2,3,273,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05535500,05536000,0.115057915,16.416,2,3,274,10/1/1981,9/30/2023,15336,10/1/1981,9/30/2023,15340,0.9997392438070404,10/1/1981,9/30/2023,15336,10/1/1981,9/30/2023,15340
05536215,05536275,0.237564959,12.615,2,3,275,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05536215,05536290,0.118804529,17.096,2,4,276,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05536235,05536275,0.221974759,14.64,2,3,277,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05536235,05536290,0.111007982,19.121,2,4,278,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05536255,05536275,0.226057906,11.781,2,3,279,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05536255,05536290,0.113049935,16.262,2,4,280,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05536275,05536290,0.500092816,4.481,3,4,281,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05539900,05540095,0.314176245,18.096,3,3,282,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15337,0.9998044328552803,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15337
05539900,05540500,0.087940896,60.596,3,5,283,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
05540095,05540500,0.279909438,42.5,3,5,284,10/1/1981,9/30/2023,15337,10/1/1981,9/30/2023,15340,0.9998044328552803,10/1/1981,9/30/2023,15337,10/1/1981,9/30/2023,15340
05568800,05569500,0.058490906,99.145,3,5,285,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340,0.9999348109517601,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340
05590800,05591200,0.314994694,45.959,3,5,286,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340,0.9999348109517601,10/1/1981,9/30/2023,15339,10/1/1981,9/30/2023,15340
05593900,05594000,0.075488548,104.636,3,6,287,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
06191000,06192500,0.056039404,97.65,3,10,288,4/1/1984,9/30/2023,14426,10/1/1981,9/30/2023,15338,0.9405398357021776,4/1/1984,9/30/2023,14426,10/1/1981,9/30/2023,15338
06191000,06191500,0.076098512,19.333,3,8,289,4/1/1984,9/30/2023,14426,10/1/1981,9/30/2023,15340,0.9404172099087353,4/1/1984,9/30/2023,14426,10/1/1981,9/30/2023,15340
06404000,06406000,0.346127485,24.654,3,4,290,10/1/1981,9/30/2023,15300,10/1/1981,9/30/2023,15340,0.9973924380704041,10/1/1981,9/30/2023,15300,10/1/1981,9/30/2023,15340
06404000,06406500,0.205954323,80.259,3,4,291,10/1/1981,9/30/2023,15300,10/1/1988,9/30/2023,12783,0.8354901960784313,10/1/1981,9/30/2023,15300,10/1/1988,9/30/2023,12783
06404998,06406000,0.158556089,23.798,3,4,292,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
06404998,06406500,0.094344753,79.403,3,4,293,10/1/1981,9/30/2023,15340,10/1/1988,9/30/2023,12783,0.8333116036505867,10/1/1981,9/30/2023,15340,10/1/1988,9/30/2023,12783
06409000,06410500,0.269996047,47.214,3,4,294,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
06409000,06421500,0.131194775,180.425,3,5,296,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14974,0.9761408083441981,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14974
06470800,06471000,0.062728975,122.209,3,5,299,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
06470800,06470878,0.065144331,33.538,3,5,300,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
06893300,06893500,0.141507496,14.842,3,5,303,10/1/1981,9/30/2023,13928,10/1/1981,9/30/2023,15340,0.9079530638852673,10/1/1981,9/30/2023,13928,10/1/1981,9/30/2023,15340
07052100,07052250,0.067942504,23.864,3,4,304,10/1/1981,9/30/2023,9621,10/1/2001,9/30/2023,8035,0.8351522710736929,10/1/1981,9/30/2023,9621,10/1/2001,9/30/2023,8035
07104000,07105500,0.51787649,13.415,3,4,305,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
07104000,07105800,0.406023166,27.704,3,5,306,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
07104000,07106000,0.302097099,46.049,3,8,307,10/1/1981,9/30/2023,15340,7/2/1985,9/30/2023,13970,0.91069100391134294,10/1/1981,9/30/2023,15340,7/2/1985,9/30/2023,13970
07104000,07106300,0.23470071,73.364,3,9,308,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
07104000,07106500,0.219476562,92.88,3,13,309,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
07105900,07106000,0.097328354,9.674,3,8,310,10/1/1981,9/30/2023,15340,7/2/1985,9/30/2023,13970,0.91069100391134294,10/1/1981,9/30/2023,15340,7/2/1985,9/30/2023,13970
07105900,07106300,0.075614873,36.989,3,9,311,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
07105900,07106500,0.070710022,56.505,3,13,312,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
07126200,07126300,0.084644557,9.179,3,5,313,10/1/1981,9/30/2023,13223,10/1/1981,9/30/2023,15340,0.8619947848761408,10/1/1981,9/30/2023,13223,10/1/1981,9/30/2023,15340
07195800,07195855,0.237572628,20.207,3,3,314,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340,1,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,15340
07195800,07196000,0.122503329,33.462,3,3,315,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14609,0.9523468057366362,10/1/1981,9/30/2023,15340,10/1/1981,9/30/2023,14609
